consultorio_id,cid,place_id,es_ortodoncia,tipo_establecimiento,estado_registro,consultorio_id_maestro,motivo_duplicado,fuente_listado,en_muestra_estudio,estrato_muestra,fecha_alta,fecha_ultima_captura
C-0123,10000000000000000123,ChIJfix00123,true,clinica_multisilla,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0124,10000000000000000124,ChIJfix00124,true,clinica_multisilla,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0125,10000000000000000125,ChIJfix00125,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0126,10000000000000000126,ChIJfix00126,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0127,10000000000000000127,ChIJfix00127,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0128,10000000000000000128,ChIJfix00128,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0129,10000000000000000129,ChIJfix00129,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0130,10000000000000000130,ChIJfix00130,true,clinica_multisilla,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0131,10000000000000000131,ChIJfix00131,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0132,10000000000000000132,ChIJfix00132,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0133,10000000000000000133,ChIJfix00133,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0134,10000000000000000134,ChIJfix00134,true,clinica_multisilla,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0135,10000000000000000135,ChIJfix00135,true,clinica_multisilla,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0136,10000000000000000136,ChIJfix00136,true,consultorio_individual,activo,,,google_maps,true,sintetico-intermedia,2026-09-01,2026-09-12
C-0137,10000000000000000137,ChIJfix00137,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0138,10000000000000000138,ChIJfix00138,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0139,10000000000000000139,ChIJfix00139,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0140,10000000000000000140,ChIJfix00140,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0141,10000000000000000141,ChIJfix00141,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0142,10000000000000000142,ChIJfix00142,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0143,10000000000000000143,ChIJfix00143,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0144,10000000000000000144,ChIJfix00144,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0145,10000000000000000145,ChIJfix00145,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0146,10000000000000000146,ChIJfix00146,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0147,10000000000000000147,ChIJfix00147,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0148,10000000000000000148,ChIJfix00148,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0149,10000000000000000149,ChIJfix00149,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0150,10000000000000000150,ChIJfix00150,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0151,10000000000000000151,ChIJfix00151,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0152,10000000000000000152,ChIJfix00152,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0153,10000000000000000153,ChIJfix00153,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0154,10000000000000000154,ChIJfix00154,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0155,10000000000000000155,ChIJfix00155,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0156,10000000000000000156,ChIJfix00156,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0157,10000000000000000157,ChIJfix00157,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0158,10000000000000000158,ChIJfix00158,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0159,10000000000000000159,ChIJfix00159,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0160,10000000000000000160,ChIJfix00160,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0161,10000000000000000161,ChIJfix00161,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0162,10000000000000000162,ChIJfix00162,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0163,10000000000000000163,ChIJfix00163,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0164,10000000000000000164,ChIJfix00164,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0165,10000000000000000165,ChIJfix00165,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0166,10000000000000000166,ChIJfix00166,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0167,10000000000000000167,ChIJfix00167,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0168,10000000000000000168,ChIJfix00168,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0169,10000000000000000169,ChIJfix00169,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0170,10000000000000000170,ChIJfix00170,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0171,10000000000000000171,ChIJfix00171,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0172,10000000000000000172,ChIJfix00172,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0173,10000000000000000173,ChIJfix00173,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0174,10000000000000000174,ChIJfix00174,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0175,10000000000000000175,ChIJfix00175,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0176,10000000000000000176,ChIJfix00176,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0177,10000000000000000177,ChIJfix00177,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0178,10000000000000000178,ChIJfix00178,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0179,10000000000000000179,ChIJfix00179,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0180,10000000000000000180,ChIJfix00180,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0181,10000000000000000181,ChIJfix00181,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0182,10000000000000000182,ChIJfix00182,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0183,10000000000000000183,ChIJfix00183,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0184,10000000000000000184,ChIJfix00184,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0185,10000000000000000185,ChIJfix00185,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0186,10000000000000000186,ChIJfix00186,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0187,10000000000000000187,ChIJfix00187,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0188,10000000000000000188,ChIJfix00188,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0189,10000000000000000189,ChIJfix00189,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0190,10000000000000000190,ChIJfix00190,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0191,10000000000000000191,ChIJfix00191,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0192,10000000000000000192,ChIJfix00192,true,clinica_multisilla,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0193,10000000000000000193,ChIJfix00193,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0194,10000000000000000194,ChIJfix00194,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0195,10000000000000000195,ChIJfix00195,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0196,10000000000000000196,ChIJfix00196,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0197,10000000000000000197,ChIJfix00197,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0198,10000000000000000198,ChIJfix00198,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
C-0199,10000000000000000199,ChIJfix00199,true,consultorio_individual,activo,,,google_maps,true,sintetico-capital_departamental,2026-09-01,2026-09-12
